"DateTime","Implied Volatility","Realized Volatility","Spread"
"2023-03-29 00:00:00",57.04,61.84,-4.800000000000004
"2023-03-29 01:00:00",57.82,61.85,-4.030000000000001
"2023-03-29 02:00:00",58.56,61.79,-3.229999999999997
"2023-03-29 03:00:00",59.82,61.57,-1.75
"2023-03-29 04:00:00",58.87,61.53,-2.6600000000000037
"2023-03-29 05:00:00",59.37,61.78,-2.4100000000000037
"2023-03-29 06:00:00",59.07,61.75,-2.6799999999999997
"2023-03-29 07:00:00",62.34,62.06,0.28000000000000114
"2023-03-29 08:00:00",63.06,62.05,1.0100000000000051
"2023-03-29 09:00:00",66.88,62.33,4.549999999999997
"2023-03-29 10:00:00",65.26,62.34,2.9200000000000017
"2023-03-29 11:00:00",63.98,62.29,1.6899999999999977
"2023-03-29 12:00:00",63.69,62.29,1.3999999999999986
"2023-03-29 13:00:00",63.18,62.27,0.9099999999999966
"2023-03-29 14:00:00",62.48,62.24,0.23999999999999488
"2023-03-29 15:00:00",61.63,62.34,-0.7100000000000009
"2023-03-29 16:00:00",60.15,62.5,-2.3500000000000014
"2023-03-29 17:00:00",59.52,62.74,-3.219999999999999
"2023-03-29 18:00:00",59.44,62.75,-3.3100000000000023
"2023-03-29 19:00:00",59.22,62.78,-3.5600000000000023
"2023-03-29 20:00:00",58.99,62.48,-3.489999999999995
"2023-03-29 21:00:00",59.26,62.22,-2.960000000000001
"2023-03-29 22:00:00",59.52,57.87,1.6500000000000057
"2023-03-29 23:00:00",59.32,57.54,1.7800000000000011
"2023-03-30 00:00:00",59.51,57.27,2.239999999999995
"2023-03-30 01:00:00",59.67,57.29,2.3800000000000026
"2023-03-30 02:00:00",59.65,57.25,2.3999999999999986
"2023-03-30 03:00:00",61.81,58.14,3.6700000000000017
"2023-03-30 04:00:00",61.47,59.25,2.219999999999999
"2023-03-30 05:00:00",60.69,59.25,1.4399999999999977
"2023-03-30 06:00:00",60.33,59.24,1.0899999999999963
"2023-03-30 07:00:00",60.19,59.19,1
"2023-03-30 08:00:00",60.49,58.89,1.6000000000000014
"2023-03-30 09:00:00",59.37,58.97,0.3999999999999986
"2023-03-30 10:00:00",59.57,58.97,0.6000000000000014
"2023-03-30 11:00:00",59.21,58.98,0.23000000000000398
"2023-03-30 12:00:00",59.82,58.97,0.8500000000000014
"2023-03-30 13:00:00",60.06,58.94,1.1200000000000045
"2023-03-30 14:00:00",59.67,58.99,0.6799999999999997
