"DateTime","Implied Volatility","Realized Volatility","Spread"
"2023-03-19 14:00:00",73.74,82.57,-8.829999999999998
"2023-03-19 15:00:00",73.58,82.56,-8.980000000000004
"2023-03-19 16:00:00",74.7,82.68,-7.980000000000004
"2023-03-19 17:00:00",80.73,83.12,-2.3900000000000006
"2023-03-19 18:00:00",82.73,82.18,0.5499999999999972
"2023-03-19 19:00:00",86.16,82.22,3.9399999999999977
"2023-03-19 20:00:00",85.19,81.44,3.75
"2023-03-19 21:00:00",82.56,80.71,1.8500000000000085
"2023-03-19 22:00:00",82.45,80.72,1.730000000000004
"2023-03-19 23:00:00",82.2,79.64,2.5600000000000023
"2023-03-20 00:00:00",81.45,79.3,2.1500000000000057
"2023-03-20 01:00:00",80.92,78.27,2.6500000000000057
"2023-03-20 02:00:00",79.82,78.2,1.6199999999999903
"2023-03-20 03:00:00",76.58,78.4,-1.8200000000000074
"2023-03-20 04:00:00",75.81,78.58,-2.769999999999996
"2023-03-20 05:00:00",74.88,78.63,-3.75
"2023-03-20 06:00:00",73.96,78.63,-4.670000000000002
"2023-03-20 07:00:00",74.27,78.64,-4.3700000000000045
"2023-03-20 08:00:00",77.73,79.77,-2.039999999999992
"2023-03-20 09:00:00",81.33,79.21,2.1200000000000045
"2023-03-20 10:00:00",81.95,78.85,3.1000000000000085
"2023-03-20 11:00:00",80.62,78.82,1.8000000000000114
"2023-03-20 12:00:00",80.49,78.81,1.6799999999999926
"2023-03-20 13:00:00",79.64,78.81,0.8299999999999983
"2023-03-20 14:00:00",75.88,78.95,-3.0700000000000074
"2023-03-20 15:00:00",73.07,72.86,0.20999999999999375
"2023-03-20 16:00:00",71.97,72.12,-0.15000000000000568
"2023-03-20 17:00:00",72.22,72.24,-0.01999999999999602
"2023-03-20 18:00:00",70.69,72.13,-1.4399999999999977
"2023-03-20 19:00:00",72.43,72.54,-0.10999999999999943
"2023-03-20 20:00:00",70.16,72.77,-2.6099999999999994
"2023-03-20 21:00:00",70.59,72.77,-2.1799999999999926
"2023-03-20 22:00:00",70.72,72.74,-2.019999999999996
"2023-03-20 23:00:00",70.49,72.71,-2.219999999999999
"2023-03-21 00:00:00",70.55,72.94,-2.3900000000000006
"2023-03-21 01:00:00",70.49,72.99,-2.5
"2023-03-21 02:00:00",70.81,72.71,-1.8999999999999915
"2023-03-21 03:00:00",70.78,72.64,-1.8599999999999994
"2023-03-21 04:00:00",70.65,72.6,-1.9499999999999886
"2023-03-21 05:00:00",70.3,72.65,-2.3500000000000085
"2023-03-21 06:00:00",70.39,72.64,-2.25
"2023-03-21 07:00:00",70.6,72.8,-2.200000000000003
"2023-03-21 08:00:00",68.93,72.85,-3.9199999999999875
"2023-03-21 09:00:00",69.29,72.91,-3.6199999999999903
"2023-03-21 10:00:00",70.19,73.21,-3.019999999999996
"2023-03-21 11:00:00",69.98,72.78,-2.799999999999997
"2023-03-21 12:00:00",70.89,72.65,-1.7600000000000051
"2023-03-21 13:00:00",79.42,65.91,13.510000000000005
"2023-03-21 14:00:00",77,66,11
"2023-03-21 15:00:00",76.13,66.12,10.009999999999991
"2023-03-21 16:00:00",74.53,66.2,8.329999999999998
"2023-03-21 17:00:00",75.68,66.6,9.080000000000013
"2023-03-21 18:00:00",74.89,66.9,7.989999999999995
"2023-03-21 19:00:00",74.61,64.31,10.299999999999997
"2023-03-21 20:00:00",74.23,64.3,9.930000000000007
"2023-03-21 21:00:00",73.87,62.63,11.240000000000002
"2023-03-21 22:00:00",74.99,62.67,12.319999999999993
"2023-03-21 23:00:00",74.03,62.52,11.509999999999998
"2023-03-22 00:00:00",73.59,62.52,11.07
"2023-03-22 01:00:00",74.08,62.57,11.509999999999998
"2023-03-22 02:00:00",75.64,62.38,13.259999999999998
"2023-03-22 03:00:00",75.74,62.34,13.399999999999991
"2023-03-22 04:00:00",76.42,62.26,14.160000000000004
"2023-03-22 05:00:00",77.47,62.24,15.229999999999997
"2023-03-22 06:00:00",78.09,62.14,15.950000000000003
"2023-03-22 07:00:00",78.52,62.11,16.409999999999997
"2023-03-22 08:00:00",79,62.16,16.840000000000003
"2023-03-22 09:00:00",79.16,62.04,17.119999999999997
"2023-03-22 10:00:00",78.02,61.58,16.439999999999998
"2023-03-22 11:00:00",78.32,61.59,16.72999999999999
"2023-03-22 12:00:00",76.31,61.33,14.980000000000004
"2023-03-22 13:00:00",76.47,61.35,15.119999999999997
"2023-03-22 14:00:00",75.23,61.34,13.89
"2023-03-22 15:00:00",75.69,61.63,14.059999999999995
"2023-03-22 16:00:00",76.61,61.16,15.450000000000003
"2023-03-22 17:00:00",76.34,60.05,16.290000000000006
"2023-03-22 18:00:00",81.25,60.01,21.240000000000002
"2023-03-22 19:00:00",68.4,61.35,7.050000000000004
"2023-03-22 20:00:00",68.71,71.39,-2.680000000000007
"2023-03-22 21:00:00",64.44,73.32,-8.879999999999995
"2023-03-22 22:00:00",63.38,73.56,-10.18
"2023-03-22 23:00:00",63.19,73.59,-10.400000000000006
"2023-03-23 00:00:00",62.8,73.54,-10.740000000000009
"2023-03-23 01:00:00",61.87,73.49,-11.619999999999997
"2023-03-23 02:00:00",61.02,73.6,-12.579999999999991
"2023-03-23 03:00:00",60.08,73.75,-13.670000000000002
"2023-03-23 04:00:00",57.49,73.67,-16.18
"2023-03-23 05:00:00",57.35,73.71,-16.359999999999992
"2023-03-23 06:00:00",58.27,74.22,-15.949999999999996
"2023-03-23 07:00:00",58.72,73.96,-15.239999999999995
"2023-03-23 08:00:00",56.39,73.96,-17.569999999999993
"2023-03-23 09:00:00",56.07,73.95,-17.880000000000003
"2023-03-23 10:00:00",56.93,73.93,-17.000000000000007
"2023-03-23 11:00:00",59.83,73.55,-13.719999999999999
"2023-03-23 12:00:00",59.36,73.48,-14.120000000000005
"2023-03-23 13:00:00",59.27,73.48,-14.21
"2023-03-23 14:00:00",59.13,73.49,-14.359999999999992
"2023-03-23 15:00:00",60.59,75.48,-14.89
"2023-03-23 16:00:00",67.62,76.61,-8.989999999999995
"2023-03-23 17:00:00",64.84,76.6,-11.759999999999991
"2023-03-23 18:00:00",64.45,76.68,-12.230000000000004
"2023-03-23 19:00:00",65.34,77.38,-12.039999999999992
"2023-03-23 20:00:00",66.15,78.11,-11.959999999999994
"2023-03-23 21:00:00",64.75,77.75,-13
"2023-03-23 22:00:00",63.61,77.61,-14
"2023-03-23 23:00:00",64.48,77.6,-13.11999999999999
"2023-03-24 00:00:00",64.65,77.62,-12.969999999999999
"2023-03-24 01:00:00",64.43,77.63,-13.199999999999989
"2023-03-24 02:00:00",63.84,74.75,-10.909999999999997
"2023-03-24 03:00:00",64.02,74.73,-10.710000000000008
"2023-03-24 04:00:00",63.57,74.54,-10.970000000000006
"2023-03-24 05:00:00",62.55,74.56,-12.010000000000005
"2023-03-24 06:00:00",63.43,74.64,-11.21
"2023-03-24 07:00:00",62.31,73.96,-11.649999999999991
"2023-03-24 08:00:00",60.93,73.91,-12.979999999999997
"2023-03-24 09:00:00",60.42,74.17,-13.75
"2023-03-24 10:00:00",61.52,73.89,-12.369999999999997
"2023-03-24 11:00:00",62.42,72.82,-10.399999999999991
"2023-03-24 12:00:00",63.99,72.61,-8.619999999999997
"2023-03-24 15:00:00",64.23,72.22,-7.989999999999995
"2023-03-24 16:00:00",63.1,72.04,-8.940000000000005
"2023-03-24 17:00:00",62.47,72.05,-9.579999999999998
"2023-03-24 18:00:00",62.19,72.21,-10.019999999999996
"2023-03-24 19:00:00",61.64,72.28,-10.64
"2023-03-24 20:00:00",61.44,72.27,-10.829999999999998
"2023-03-24 21:00:00",59.89,72.47,-12.579999999999998
"2023-03-24 22:00:00",60.41,72.55,-12.14
"2023-03-24 23:00:00",59.8,72.53,-12.730000000000004
"2023-03-25 00:00:00",59.16,72.13,-12.969999999999999
"2023-03-25 01:00:00",58.8,71.32,-12.519999999999996
"2023-03-25 02:00:00",57.32,71.27,-13.949999999999996
"2023-03-25 03:00:00",57.12,71.06,-13.940000000000005
"2023-03-25 04:00:00",57.01,70.62,-13.610000000000007
"2023-03-25 05:00:00",56.9,70.62,-13.720000000000006
"2023-03-25 06:00:00",56.73,70.65,-13.920000000000009
"2023-03-25 07:00:00",56.11,70.66,-14.549999999999997
"2023-03-25 08:00:00",55.84,70.36,-14.519999999999996
"2023-03-25 09:00:00",54.68,70.35,-15.669999999999995
"2023-03-25 10:00:00",53.67,70.26,-16.590000000000003
"2023-03-25 11:00:00",54.66,70.16,-15.5
"2023-03-25 12:00:00",56.99,70,-13.009999999999998
"2023-03-25 13:00:00",56.74,69.98,-13.240000000000002
"2023-03-25 14:00:00",57.43,70.04,-12.610000000000007
"2023-03-25 15:00:00",59.01,70.03,-11.020000000000003
"2023-03-25 16:00:00",59.55,70.06,-10.510000000000005
"2023-03-25 17:00:00",59.26,70,-10.740000000000002
"2023-03-25 18:00:00",57.59,69.66,-12.069999999999993
"2023-03-25 19:00:00",57.2,69.6,-12.399999999999991
"2023-03-25 20:00:00",56.94,69.92,-12.980000000000004
"2023-03-25 21:00:00",57.4,70.05,-12.649999999999999
"2023-03-25 22:00:00",57.46,70.07,-12.609999999999992
"2023-03-25 23:00:00",57.94,70.07,-12.129999999999995
"2023-03-26 00:00:00",58,69.99,-11.989999999999995
"2023-03-26 01:00:00",57.86,69.6,-11.739999999999995
"2023-03-26 02:00:00",58.04,69.62,-11.580000000000005
"2023-03-26 03:00:00",57.93,69.48,-11.550000000000004
"2023-03-26 04:00:00",58.98,69.49,-10.509999999999998
"2023-03-26 05:00:00",58.71,69.49,-10.779999999999994
"2023-03-26 06:00:00",58.44,69.47,-11.030000000000001
"2023-03-26 07:00:00",58.5,69.46,-10.959999999999994
"2023-03-26 08:00:00",58.53,69.42,-10.89
"2023-03-26 09:00:00",59.68,69.45,-9.770000000000003
"2023-03-26 10:00:00",60.92,69.45,-8.530000000000001
"2023-03-26 11:00:00",60.42,69.45,-9.030000000000001
"2023-03-26 12:00:00",60.63,69.59,-8.96
"2023-03-26 13:00:00",59.5,69.61,-10.11
"2023-03-26 14:00:00",59.64,69.79,-10.150000000000006
"2023-03-26 15:00:00",60.49,70.38,-9.889999999999993
"2023-03-26 16:00:00",60.33,70.35,-10.019999999999996
"2023-03-26 17:00:00",60.75,70.3,-9.549999999999997
"2023-03-26 18:00:00",60.91,70.16,-9.25
"2023-03-26 19:00:00",61.01,69.47,-8.46
"2023-03-26 20:00:00",61.09,69.47,-8.379999999999995
"2023-03-26 21:00:00",60.91,68.68,-7.77000000000001
"2023-03-26 22:00:00",60.81,68.69,-7.8799999999999955
"2023-03-26 23:00:00",60.79,68.24,-7.449999999999996
"2023-03-27 00:00:00",60.62,68.23,-7.6100000000000065
"2023-03-27 01:00:00",60.82,68.14,-7.32
"2023-03-27 02:00:00",60.24,68.19,-7.949999999999996
"2023-03-27 03:00:00",59.89,68.09,-8.200000000000003
"2023-03-27 04:00:00",59.05,67.98,-8.930000000000007
"2023-03-27 05:00:00",59.04,67.68,-8.640000000000008
"2023-03-27 06:00:00",59.66,67.72,-8.060000000000002
"2023-03-27 07:00:00",59.3,67.6,-8.299999999999997
"2023-03-27 08:00:00",59.81,67.57,-7.759999999999991
"2023-03-27 09:00:00",58.86,67.52,-8.659999999999997
"2023-03-27 10:00:00",61.26,66,-4.740000000000002
"2023-03-27 11:00:00",61.17,65.91,-4.739999999999995
"2023-03-27 12:00:00",60.56,65.85,-5.289999999999992
"2023-03-27 13:00:00",60.48,65.91,-5.43
"2023-03-27 14:00:00",59.72,65.88,-6.159999999999997
"2023-03-27 15:00:00",61.48,68.64,-7.160000000000004
"2023-03-27 16:00:00",63.73,67.88,-4.149999999999999
"2023-03-27 17:00:00",61.74,67.93,-6.190000000000005
"2023-03-27 18:00:00",61.46,67.46,-5.999999999999993
"2023-03-27 19:00:00",60.24,67.47,-7.229999999999997
"2023-03-27 20:00:00",60.05,67.51,-7.460000000000008
"2023-03-27 21:00:00",59.47,66.9,-7.430000000000007
"2023-03-27 22:00:00",59,66.81,-7.810000000000002
"2023-03-27 23:00:00",58.65,66.58,-7.93
"2023-03-28 00:00:00",58.65,66.59,-7.940000000000005
"2023-03-28 01:00:00",58.7,66.72,-8.019999999999996
"2023-03-28 02:00:00",58.42,66.52,-8.099999999999994
"2023-03-28 03:00:00",58.12,66.43,-8.31000000000001
"2023-03-28 04:00:00",58.04,66.45,-8.410000000000004
"2023-03-28 05:00:00",57.51,66.41,-8.899999999999999
"2023-03-28 06:00:00",57.56,66.41,-8.849999999999994
"2023-03-28 07:00:00",57.01,66.38,-9.369999999999997
"2023-03-28 08:00:00",56.2,66.39,-10.189999999999998
"2023-03-28 09:00:00",55.82,66.27,-10.449999999999996
"2023-03-28 10:00:00",55.41,66.29,-10.88000000000001
"2023-03-28 11:00:00",56.3,66.27,-9.969999999999999
"2023-03-28 12:00:00",56.47,66.41,-9.939999999999998
"2023-03-28 13:00:00",56.73,66.43,-9.70000000000001
"2023-03-28 14:00:00",57.87,66.44,-8.57
"2023-03-28 15:00:00",57.16,66.34,-9.180000000000007
"2023-03-28 16:00:00",56.58,66.26,-9.680000000000007
"2023-03-28 17:00:00",55.9,66.22,-10.32
"2023-03-28 18:00:00",55.72,66.09,-10.370000000000005
"2023-03-28 19:00:00",56.37,66.89,-10.520000000000003
"2023-03-28 20:00:00",56.31,66.32,-10.009999999999991
"2023-03-28 21:00:00",56.04,66.29,-10.250000000000007
"2023-03-28 22:00:00",55.93,66.35,-10.419999999999995
"2023-03-28 23:00:00",55.62,66.35,-10.729999999999997
"2023-03-29 00:00:00",55.28,66.33,-11.049999999999997
"2023-03-29 01:00:00",54.99,66.33,-11.339999999999996
"2023-03-29 02:00:00",54.69,66.32,-11.629999999999995
"2023-03-29 03:00:00",54.89,66.32,-11.429999999999993
"2023-03-29 04:00:00",54.27,66.3,-12.029999999999994
"2023-03-29 05:00:00",55.35,66.52,-11.169999999999995
"2023-03-29 06:00:00",56.04,66.46,-10.419999999999995
"2023-03-29 07:00:00",61.09,67.77,-6.679999999999993
"2023-03-29 08:00:00",61.84,67.77,-5.929999999999993
"2023-03-29 09:00:00",64.82,68.62,-3.8000000000000114
"2023-03-29 10:00:00",64.84,68.74,-3.8999999999999915
"2023-03-29 11:00:00",63.07,68.75,-5.68
"2023-03-29 12:00:00",63.48,68.76,-5.280000000000008
"2023-03-29 13:00:00",62.57,68.78,-6.210000000000001
"2023-03-29 14:00:00",62.21,68.77,-6.559999999999995
"2023-03-29 15:00:00",60.81,68.82,-8.009999999999991
"2023-03-29 16:00:00",60.21,68.9,-8.690000000000005
"2023-03-29 17:00:00",59.61,68.94,-9.329999999999998
"2023-03-29 18:00:00",59.59,68.98,-9.39
"2023-03-29 19:00:00",59.39,68.99,-9.599999999999994
"2023-03-29 20:00:00",59.66,68.96,-9.299999999999997
"2023-03-29 21:00:00",60.23,67.82,-7.589999999999996
"2023-03-29 22:00:00",60.19,57.41,2.780000000000001
"2023-03-29 23:00:00",60.55,54.86,5.689999999999998
"2023-03-30 00:00:00",60.57,54.52,6.049999999999997
"2023-03-30 01:00:00",60.78,54.43,6.350000000000001
"2023-03-30 02:00:00",60.39,54.43,5.960000000000001
"2023-03-30 03:00:00",64.47,56.52,7.949999999999996
"2023-03-30 04:00:00",63.29,57.63,5.659999999999997
"2023-03-30 05:00:00",61.77,57.46,4.310000000000002
"2023-03-30 06:00:00",60.8,57.46,3.3399999999999963
"2023-03-30 07:00:00",60.64,57.41,3.230000000000004
"2023-03-30 08:00:00",61.8,56.74,5.059999999999995
"2023-03-30 09:00:00",60.51,56.88,3.6299999999999955
"2023-03-30 10:00:00",60.9,56.87,4.030000000000001
"2023-03-30 11:00:00",61.4,56.87,4.530000000000001
"2023-03-30 12:00:00",61.8,56.88,4.919999999999995
"2023-03-30 13:00:00",62,56.88,5.119999999999997
"2023-03-30 14:00:00",61.02,56.97,4.050000000000004
"2023-03-30 15:00:00",59.97,56.94,3.030000000000001
"2023-03-30 16:00:00",60.57,56.97,3.6000000000000014
"2023-03-30 17:00:00",60.46,54.21,6.25
"2023-03-30 18:00:00",60.06,53.47,6.590000000000003
"2023-03-30 19:00:00",59.7,53.43,6.270000000000003
"2023-03-30 20:00:00",58.34,53.31,5.030000000000001
"2023-03-30 21:00:00",57.53,52.51,5.020000000000003
"2023-03-30 22:00:00",57.03,51.16,5.8700000000000045
"2023-03-30 23:00:00",58.68,51.29,7.390000000000001
"2023-03-31 00:00:00",58.76,51.32,7.439999999999998
"2023-03-31 01:00:00",58.65,51.62,7.030000000000001
"2023-03-31 02:00:00",58.77,51.63,7.140000000000001
